publication_number,title,abstract,Lemmatized-Abstract,sub_classes,sub_class,topics,prob,query_publication_numbers,query_class_codes,query_abstract,query_predicted_topics,query_codes_G16H,exact_match_code,count_exact_match_top50,RFR
US2014081666A1,"Systems, methods, and devices to selectively present cumulative indicators of an individuals status over time","The invention is a system for detecting, monitoring, and reporting an individual&#39;s physiological or contextual status. The system works deriving a physiological or contextual status parameter of an individual using the system. The derivation utilizes two sensed parameters of the individual. The system is able to present the derived parameter in relation to any other sensed parameters, entered information, life activities data, or other derived data.",invention system detecting monitoring reporting individual physiological contextual status system work deriving physiological contextual status parameter individual system derivation utilizes two sensed parameter individual system able present derived parameter relation sensed parameter entered information life activity data derived data,"['G16H10/60', 'A61B5/7264']","['G16H', 'A61B']",-1,0.0,US20230187060A1,"A61B18/12,A61,A61B90/361,A61B2218/007,A61B17/07207,G,G16H40/00,A61B2018/00994,A61B17/00,A61B2017/07214,G16H40/40,A61B2017/00017,A61B34/00,A61B,G16H40/20,A61B2017/00039,G16H20/00,A,A61B17/068,A61B2017/07257,G16H,A61B2090/0803,A61B18/14,A61B2017/00398,G16,A61B2034/301,A61B2018/00601,A61B2017/07271,A61B2017/07285,A61B2018/00571,A61B2218/00,A61B90/36,A61B90/08,A61B18/04,A61B2218/008,A61B90/30,A61B17/32,A61B18/00,A61B2017/00212,A61B2017/00367,A61B17/072,A61B90/00,A61B17/320068,A61B2218/001,A61B2218/002,A61B2018/0063,A61B2017/00022,A61B34/30","A cloud based analytics medical system comprises a processor, a memory coupled to the processor, an input/output interface to access data from medical hub communication devices, each coupled to a surgical instrument, and a database to store the data. The processor aggregates medical resource usage data from the medical hubs. The medical resource usage data comprises data pertaining to medical products and indication of efficiency based on usage, disposal records, and location data describing which medical facility the medical product was allocated to and patient outcome data pertaining to a procedure that utilized the medical product. The processor can determine a correlation between positive outcomes from the outcome data and location data of the medical product, generate a medical recommendation to change a medical resource usage practice based on the correlation, and display the medical recommendation to a medical hub at the local facility.",[-1],"G16H40/00,G16H40/40,G16H40/20,G16H20/00,G16H",,0,
US2014067421A1,Data Synchronization Between Two or More Analyte Detecting Devices in a Database,"An analyte measurement system includes one or more handheld analyte meters and/or measurement devices and a means for collecting data, preserving data integrity, and uniquely identifying patient data received from multiple sources. For example, provided herein is a means to uniquely identify patients and their data when the data is collected from one or more measurement devices. By providing a way to allow the patients to use multiple sources to collect data, the system described herein provides patients with more flexibility, which should encourage better compliance to protocols. Further, by having a way to uniquely identify patients&#39; data without requiring a patient to only use one analyte meter, for example, data can be centralized and analysis can be done with more assurance that all of the patient&#39;s data is being considered in the analyses.",analyte measurement system includes one handheld analyte meter andor measurement device mean collecting data preserving data integrity uniquely identifying patient data received multiple source example provided mean uniquely identify patient data data collected one measurement device providing way allow patient multiple source collect data system described provides patient flexibility encourage better compliance protocol way uniquely identify patient data requiring patient one analyte meter example data centralized analysis assurance patient data considered analysis,"['G06F19/00', 'G16H40/63']","['G06F', 'G16H']",-1,0.0,US20230187060A1,"A61B18/12,A61,A61B90/361,A61B2218/007,A61B17/07207,G,G16H40/00,A61B2018/00994,A61B17/00,A61B2017/07214,G16H40/40,A61B2017/00017,A61B34/00,A61B,G16H40/20,A61B2017/00039,G16H20/00,A,A61B17/068,A61B2017/07257,G16H,A61B2090/0803,A61B18/14,A61B2017/00398,G16,A61B2034/301,A61B2018/00601,A61B2017/07271,A61B2017/07285,A61B2018/00571,A61B2218/00,A61B90/36,A61B90/08,A61B18/04,A61B2218/008,A61B90/30,A61B17/32,A61B18/00,A61B2017/00212,A61B2017/00367,A61B17/072,A61B90/00,A61B17/320068,A61B2218/001,A61B2218/002,A61B2018/0063,A61B2017/00022,A61B34/30","A cloud based analytics medical system comprises a processor, a memory coupled to the processor, an input/output interface to access data from medical hub communication devices, each coupled to a surgical instrument, and a database to store the data. The processor aggregates medical resource usage data from the medical hubs. The medical resource usage data comprises data pertaining to medical products and indication of efficiency based on usage, disposal records, and location data describing which medical facility the medical product was allocated to and patient outcome data pertaining to a procedure that utilized the medical product. The processor can determine a correlation between positive outcomes from the outcome data and location data of the medical product, generate a medical recommendation to change a medical resource usage practice based on the correlation, and display the medical recommendation to a medical hub at the local facility.",[-1],"G16H40/00,G16H40/40,G16H40/20,G16H20/00,G16H",,0,
US2014051948A1,Apparatus for physiological and environmental monitoring with optical and footstep sensors,"Wearable apparatus for monitoring various physiological and environmental factors are provided. Real-time, noninvasive health and environmental monitors include a plurality of compact sensors integrated within small, low-profile devices, such as earpiece modules. Physiological and environmental data is collected and wirelessly transmitted into a wireless network, where the data is stored and/or processed.",wearable apparatus monitoring various physiological environmental factor provided realtime noninvasive health environmental monitor include plurality compact sensor integrated small lowprofile device earpiece module physiological environmental data collected wirelessly transmitted wireless network data stored andor processed,"['A61B5/0205', 'G16H50/20']","['A61B', 'G16H']",-1,0.0,US20230187060A1,"A61B18/12,A61,A61B90/361,A61B2218/007,A61B17/07207,G,G16H40/00,A61B2018/00994,A61B17/00,A61B2017/07214,G16H40/40,A61B2017/00017,A61B34/00,A61B,G16H40/20,A61B2017/00039,G16H20/00,A,A61B17/068,A61B2017/07257,G16H,A61B2090/0803,A61B18/14,A61B2017/00398,G16,A61B2034/301,A61B2018/00601,A61B2017/07271,A61B2017/07285,A61B2018/00571,A61B2218/00,A61B90/36,A61B90/08,A61B18/04,A61B2218/008,A61B90/30,A61B17/32,A61B18/00,A61B2017/00212,A61B2017/00367,A61B17/072,A61B90/00,A61B17/320068,A61B2218/001,A61B2218/002,A61B2018/0063,A61B2017/00022,A61B34/30","A cloud based analytics medical system comprises a processor, a memory coupled to the processor, an input/output interface to access data from medical hub communication devices, each coupled to a surgical instrument, and a database to store the data. The processor aggregates medical resource usage data from the medical hubs. The medical resource usage data comprises data pertaining to medical products and indication of efficiency based on usage, disposal records, and location data describing which medical facility the medical product was allocated to and patient outcome data pertaining to a procedure that utilized the medical product. The processor can determine a correlation between positive outcomes from the outcome data and location data of the medical product, generate a medical recommendation to change a medical resource usage practice based on the correlation, and display the medical recommendation to a medical hub at the local facility.",[-1],"G16H40/00,G16H40/40,G16H40/20,G16H20/00,G16H",,0,
US2014039907A1,"Computer  program, method, and system for collecting patient data with a portable electronic device",A computer program for directing operation of a tablet computer or other portable electronic device operated by a caregiver while administering an in-home or outpatient treatment to a patient. The computer program comprises a code segment for receiving pre-treatment patient data representative of a condition of a patient before the patient receives a treatment; a code segment for receiving treatment patient data representative of a condition of the patient while or shortly after the patient receives the treatment; a code segment for transmitting at least some of the pre-treatment patient data and the treatment patient data from the portable electronic device to a remote computer while or shortly after the patient receives the treatment; and a code segment for receiving and displaying instructions from a doctor that are provided in response to the transmitted data.,computer program directing operation tablet computer portable electronic device operated caregiver administering inhome outpatient treatment patient computer program comprises code segment receiving pretreatment patient data representative condition patient patient receives treatment code segment receiving treatment patient data representative condition patient shortly patient receives treatment code segment transmitting pretreatment patient data treatment patient data portable electronic device remote computer shortly patient receives treatment code segment receiving displaying instruction doctor provided response transmitted data,"['G06Q10/06', 'G16H10/60']","['G06Q', 'G16H']",-1,0.0,US20230187060A1,"A61B18/12,A61,A61B90/361,A61B2218/007,A61B17/07207,G,G16H40/00,A61B2018/00994,A61B17/00,A61B2017/07214,G16H40/40,A61B2017/00017,A61B34/00,A61B,G16H40/20,A61B2017/00039,G16H20/00,A,A61B17/068,A61B2017/07257,G16H,A61B2090/0803,A61B18/14,A61B2017/00398,G16,A61B2034/301,A61B2018/00601,A61B2017/07271,A61B2017/07285,A61B2018/00571,A61B2218/00,A61B90/36,A61B90/08,A61B18/04,A61B2218/008,A61B90/30,A61B17/32,A61B18/00,A61B2017/00212,A61B2017/00367,A61B17/072,A61B90/00,A61B17/320068,A61B2218/001,A61B2218/002,A61B2018/0063,A61B2017/00022,A61B34/30","A cloud based analytics medical system comprises a processor, a memory coupled to the processor, an input/output interface to access data from medical hub communication devices, each coupled to a surgical instrument, and a database to store the data. The processor aggregates medical resource usage data from the medical hubs. The medical resource usage data comprises data pertaining to medical products and indication of efficiency based on usage, disposal records, and location data describing which medical facility the medical product was allocated to and patient outcome data pertaining to a procedure that utilized the medical product. The processor can determine a correlation between positive outcomes from the outcome data and location data of the medical product, generate a medical recommendation to change a medical resource usage practice based on the correlation, and display the medical recommendation to a medical hub at the local facility.",[-1],"G16H40/00,G16H40/40,G16H40/20,G16H20/00,G16H",,0,
US2020219608A1,System and method for monitoring and managing a cognitive load of a person,"A system and method for monitoring and managing a cognitive load of a person, including: determining, based on an analysis of at least one input data associated with a person, a current cognitive load score of the person; determining, based on the analysis of the at least one input data and the determined current cognitive load score, whether a reduction of the current cognitive load score of the person is desirable; and selecting at least one predetermined plan for execution based on when a reduction of the current cognitive load score of the person is desirable.",system method monitoring managing cognitive load person including determining based analysis one input data associated person current cognitive load score person determining based analysis one input data determined current cognitive load score whether reduction current cognitive load score person desirable selecting one predetermined plan execution based reduction current cognitive load score person desirable,"['G16H50/30', 'G06N5/01']","['G16H', 'G06N']",1,1.0,US20230187060A1,"A61B18/12,A61,A61B90/361,A61B2218/007,A61B17/07207,G,G16H40/00,A61B2018/00994,A61B17/00,A61B2017/07214,G16H40/40,A61B2017/00017,A61B34/00,A61B,G16H40/20,A61B2017/00039,G16H20/00,A,A61B17/068,A61B2017/07257,G16H,A61B2090/0803,A61B18/14,A61B2017/00398,G16,A61B2034/301,A61B2018/00601,A61B2017/07271,A61B2017/07285,A61B2018/00571,A61B2218/00,A61B90/36,A61B90/08,A61B18/04,A61B2218/008,A61B90/30,A61B17/32,A61B18/00,A61B2017/00212,A61B2017/00367,A61B17/072,A61B90/00,A61B17/320068,A61B2218/001,A61B2218/002,A61B2018/0063,A61B2017/00022,A61B34/30","A cloud based analytics medical system comprises a processor, a memory coupled to the processor, an input/output interface to access data from medical hub communication devices, each coupled to a surgical instrument, and a database to store the data. The processor aggregates medical resource usage data from the medical hubs. The medical resource usage data comprises data pertaining to medical products and indication of efficiency based on usage, disposal records, and location data describing which medical facility the medical product was allocated to and patient outcome data pertaining to a procedure that utilized the medical product. The processor can determine a correlation between positive outcomes from the outcome data and location data of the medical product, generate a medical recommendation to change a medical resource usage practice based on the correlation, and display the medical recommendation to a medical hub at the local facility.",[1],"G16H40/00,G16H40/40,G16H40/20,G16H20/00,G16H",,0,
US2014213854A1,Providing recommendations based on the predicted context and type of individual as determined from a wearable device,"The methods and systems described herein may involve determining at least one lifeotype of at least one individual, analyzing the at least one lifeotype, and delivering content to at least one individual based on the analysis. The methods and systems described herein may involve providing a game, determining at least one lifeotype of at least one player of the game, analyzing the at least one lifeotype, and affecting the game play based on the analysis. The methods and systems described herein may involve providing an interactive space, determining at least one lifeotype of at least one individual in the space, analyzing the at least one lifeotype, and modifying at least one attribute of the space based on the analysis.",method system described involve determining one lifeotype one individual analyzing one lifeotype delivering content one individual based analysis method system described involve providing game determining one lifeotype one player game analyzing one lifeotype affecting game play based analysis method system described involve providing interactive space determining one lifeotype one individual space analyzing one lifeotype modifying one attribute space based analysis,"['G16H10/60', 'G09B19/00']","['G16H', 'G09B']",1,1.0,US20230187060A1,"A61B18/12,A61,A61B90/361,A61B2218/007,A61B17/07207,G,G16H40/00,A61B2018/00994,A61B17/00,A61B2017/07214,G16H40/40,A61B2017/00017,A61B34/00,A61B,G16H40/20,A61B2017/00039,G16H20/00,A,A61B17/068,A61B2017/07257,G16H,A61B2090/0803,A61B18/14,A61B2017/00398,G16,A61B2034/301,A61B2018/00601,A61B2017/07271,A61B2017/07285,A61B2018/00571,A61B2218/00,A61B90/36,A61B90/08,A61B18/04,A61B2218/008,A61B90/30,A61B17/32,A61B18/00,A61B2017/00212,A61B2017/00367,A61B17/072,A61B90/00,A61B17/320068,A61B2218/001,A61B2218/002,A61B2018/0063,A61B2017/00022,A61B34/30","A cloud based analytics medical system comprises a processor, a memory coupled to the processor, an input/output interface to access data from medical hub communication devices, each coupled to a surgical instrument, and a database to store the data. The processor aggregates medical resource usage data from the medical hubs. The medical resource usage data comprises data pertaining to medical products and indication of efficiency based on usage, disposal records, and location data describing which medical facility the medical product was allocated to and patient outcome data pertaining to a procedure that utilized the medical product. The processor can determine a correlation between positive outcomes from the outcome data and location data of the medical product, generate a medical recommendation to change a medical resource usage practice based on the correlation, and display the medical recommendation to a medical hub at the local facility.",[1],"G16H40/00,G16H40/40,G16H40/20,G16H20/00,G16H",,0,
US2014222734A1,Controlling a sensory device based on the inferred state information,"The methods and systems described herein may involve determining at least one lifeotype of at least one individual, analyzing the at least one lifeotype, and delivering content to at least one individual based on the analysis. The methods and systems described herein may involve providing a game, determining at least one lifeotype of at least one player of the game, analyzing the at least one lifeotype, and affecting the game play based on the analysis. The methods and systems described herein may involve providing an interactive space, determining at least one lifeotype of at least one individual in the space, analyzing the at least one lifeotype, and modifying at least one attribute of the space based on the analysis.",method system described involve determining one lifeotype one individual analyzing one lifeotype delivering content one individual based analysis method system described involve providing game determining one lifeotype one player game analyzing one lifeotype affecting game play based analysis method system described involve providing interactive space determining one lifeotype one individual space analyzing one lifeotype modifying one attribute space based analysis,"['G16H10/60', 'G06Q30/0271']","['G16H', 'G06Q']",1,1.0,US20230187060A1,"A61B18/12,A61,A61B90/361,A61B2218/007,A61B17/07207,G,G16H40/00,A61B2018/00994,A61B17/00,A61B2017/07214,G16H40/40,A61B2017/00017,A61B34/00,A61B,G16H40/20,A61B2017/00039,G16H20/00,A,A61B17/068,A61B2017/07257,G16H,A61B2090/0803,A61B18/14,A61B2017/00398,G16,A61B2034/301,A61B2018/00601,A61B2017/07271,A61B2017/07285,A61B2018/00571,A61B2218/00,A61B90/36,A61B90/08,A61B18/04,A61B2218/008,A61B90/30,A61B17/32,A61B18/00,A61B2017/00212,A61B2017/00367,A61B17/072,A61B90/00,A61B17/320068,A61B2218/001,A61B2218/002,A61B2018/0063,A61B2017/00022,A61B34/30","A cloud based analytics medical system comprises a processor, a memory coupled to the processor, an input/output interface to access data from medical hub communication devices, each coupled to a surgical instrument, and a database to store the data. The processor aggregates medical resource usage data from the medical hubs. The medical resource usage data comprises data pertaining to medical products and indication of efficiency based on usage, disposal records, and location data describing which medical facility the medical product was allocated to and patient outcome data pertaining to a procedure that utilized the medical product. The processor can determine a correlation between positive outcomes from the outcome data and location data of the medical product, generate a medical recommendation to change a medical resource usage practice based on the correlation, and display the medical recommendation to a medical hub at the local facility.",[1],"G16H40/00,G16H40/40,G16H40/20,G16H20/00,G16H",,0,
US2014221773A1,Determining a continuous duration that an individual has been in the stress-related state,"The methods and systems described herein may involve determining at least one lifeotype of at least one individual, analyzing the at least one lifeotype, and delivering content to at least one individual based on the analysis. The methods and systems described herein may involve providing a game, determining at least one lifeotype of at least one player of the game, analyzing the at least one lifeotype, and affecting the game play based on the analysis. The methods and systems described herein may involve providing an interactive space, determining at least one lifeotype of at least one individual in the space, analyzing the at least one lifeotype, and modifying at least one attribute of the space based on the analysis.",method system described involve determining one lifeotype one individual analyzing one lifeotype delivering content one individual based analysis method system described involve providing game determining one lifeotype one player game analyzing one lifeotype affecting game play based analysis method system described involve providing interactive space determining one lifeotype one individual space analyzing one lifeotype modifying one attribute space based analysis,"['G16H10/60', 'A61B5/6801']","['G16H', 'A61B']",1,1.0,US20230187060A1,"A61B18/12,A61,A61B90/361,A61B2218/007,A61B17/07207,G,G16H40/00,A61B2018/00994,A61B17/00,A61B2017/07214,G16H40/40,A61B2017/00017,A61B34/00,A61B,G16H40/20,A61B2017/00039,G16H20/00,A,A61B17/068,A61B2017/07257,G16H,A61B2090/0803,A61B18/14,A61B2017/00398,G16,A61B2034/301,A61B2018/00601,A61B2017/07271,A61B2017/07285,A61B2018/00571,A61B2218/00,A61B90/36,A61B90/08,A61B18/04,A61B2218/008,A61B90/30,A61B17/32,A61B18/00,A61B2017/00212,A61B2017/00367,A61B17/072,A61B90/00,A61B17/320068,A61B2218/001,A61B2218/002,A61B2018/0063,A61B2017/00022,A61B34/30","A cloud based analytics medical system comprises a processor, a memory coupled to the processor, an input/output interface to access data from medical hub communication devices, each coupled to a surgical instrument, and a database to store the data. The processor aggregates medical resource usage data from the medical hubs. The medical resource usage data comprises data pertaining to medical products and indication of efficiency based on usage, disposal records, and location data describing which medical facility the medical product was allocated to and patient outcome data pertaining to a procedure that utilized the medical product. The processor can determine a correlation between positive outcomes from the outcome data and location data of the medical product, generate a medical recommendation to change a medical resource usage practice based on the correlation, and display the medical recommendation to a medical hub at the local facility.",[1],"G16H40/00,G16H40/40,G16H40/20,G16H20/00,G16H",,0,
US2014222735A1,"Systems, methods, and devices to determine an individuals mood","The methods and systems described herein may involve determining at least one lifeotype of at least one individual, analyzing the at least one lifeotype, and delivering content to at least one individual based on the analysis. The methods and systems described herein may involve providing a game, determining at least one lifeotype of at least one player of the game, analyzing the at least one lifeotype, and affecting the game play based on the analysis. The methods and systems described herein may involve providing an interactive space, determining at least one lifeotype of at least one individual in the space, analyzing the at least one lifeotype, and modifying at least one attribute of the space based on the analysis.",method system described involve determining one lifeotype one individual analyzing one lifeotype delivering content one individual based analysis method system described involve providing game determining one lifeotype one player game analyzing one lifeotype affecting game play based analysis method system described involve providing interactive space determining one lifeotype one individual space analyzing one lifeotype modifying one attribute space based analysis,"['G16H10/60', 'G06F16/25']","['G16H', 'G06F']",1,1.0,US20230187060A1,"A61B18/12,A61,A61B90/361,A61B2218/007,A61B17/07207,G,G16H40/00,A61B2018/00994,A61B17/00,A61B2017/07214,G16H40/40,A61B2017/00017,A61B34/00,A61B,G16H40/20,A61B2017/00039,G16H20/00,A,A61B17/068,A61B2017/07257,G16H,A61B2090/0803,A61B18/14,A61B2017/00398,G16,A61B2034/301,A61B2018/00601,A61B2017/07271,A61B2017/07285,A61B2018/00571,A61B2218/00,A61B90/36,A61B90/08,A61B18/04,A61B2218/008,A61B90/30,A61B17/32,A61B18/00,A61B2017/00212,A61B2017/00367,A61B17/072,A61B90/00,A61B17/320068,A61B2218/001,A61B2218/002,A61B2018/0063,A61B2017/00022,A61B34/30","A cloud based analytics medical system comprises a processor, a memory coupled to the processor, an input/output interface to access data from medical hub communication devices, each coupled to a surgical instrument, and a database to store the data. The processor aggregates medical resource usage data from the medical hubs. The medical resource usage data comprises data pertaining to medical products and indication of efficiency based on usage, disposal records, and location data describing which medical facility the medical product was allocated to and patient outcome data pertaining to a procedure that utilized the medical product. The processor can determine a correlation between positive outcomes from the outcome data and location data of the medical product, generate a medical recommendation to change a medical resource usage practice based on the correlation, and display the medical recommendation to a medical hub at the local facility.",[1],"G16H40/00,G16H40/40,G16H40/20,G16H20/00,G16H",,0,
US2014222733A1,Controlling a sensory device to reduce stress based on the determined stress-related state,"The methods and systems described herein may involve determining at least one lifeotype of at least one individual, analyzing the at least one lifeotype, and delivering content to at least one individual based on the analysis. The methods and systems described herein may involve providing a game, determining at least one lifeotype of at least one player of the game, analyzing the at least one lifeotype, and affecting the game play based on the analysis. The methods and systems described herein may involve providing an interactive space, determining at least one lifeotype of at least one individual in the space, analyzing the at least one lifeotype, and modifying at least one attribute of the space based on the analysis.",method system described involve determining one lifeotype one individual analyzing one lifeotype delivering content one individual based analysis method system described involve providing game determining one lifeotype one player game analyzing one lifeotype affecting game play based analysis method system described involve providing interactive space determining one lifeotype one individual space analyzing one lifeotype modifying one attribute space based analysis,"['G16H10/60', 'G06F16/38']","['G16H', 'G06F']",1,1.0,US20230187060A1,"A61B18/12,A61,A61B90/361,A61B2218/007,A61B17/07207,G,G16H40/00,A61B2018/00994,A61B17/00,A61B2017/07214,G16H40/40,A61B2017/00017,A61B34/00,A61B,G16H40/20,A61B2017/00039,G16H20/00,A,A61B17/068,A61B2017/07257,G16H,A61B2090/0803,A61B18/14,A61B2017/00398,G16,A61B2034/301,A61B2018/00601,A61B2017/07271,A61B2017/07285,A61B2018/00571,A61B2218/00,A61B90/36,A61B90/08,A61B18/04,A61B2218/008,A61B90/30,A61B17/32,A61B18/00,A61B2017/00212,A61B2017/00367,A61B17/072,A61B90/00,A61B17/320068,A61B2218/001,A61B2218/002,A61B2018/0063,A61B2017/00022,A61B34/30","A cloud based analytics medical system comprises a processor, a memory coupled to the processor, an input/output interface to access data from medical hub communication devices, each coupled to a surgical instrument, and a database to store the data. The processor aggregates medical resource usage data from the medical hubs. The medical resource usage data comprises data pertaining to medical products and indication of efficiency based on usage, disposal records, and location data describing which medical facility the medical product was allocated to and patient outcome data pertaining to a procedure that utilized the medical product. The processor can determine a correlation between positive outcomes from the outcome data and location data of the medical product, generate a medical recommendation to change a medical resource usage practice based on the correlation, and display the medical recommendation to a medical hub at the local facility.",[1],"G16H40/00,G16H40/40,G16H40/20,G16H20/00,G16H",,0,
US2014222851A1,"Systems, methods, and devices to determine relationship compatibility based on predicted types","The methods and systems described herein may involve determining at least one lifeotype of at least one individual, analyzing the at least one lifeotype, and delivering content to at least one individual based on the analysis. The methods and systems described herein may involve providing a game, determining at least one lifeotype of at least one player of the game, analyzing the at least one lifeotype, and affecting the game play based on the analysis. The methods and systems described herein may involve providing an interactive space, determining at least one lifeotype of at least one individual in the space, analyzing the at least one lifeotype, and modifying at least one attribute of the space based on the analysis.",method system described involve determining one lifeotype one individual analyzing one lifeotype delivering content one individual based analysis method system described involve providing game determining one lifeotype one player game analyzing one lifeotype affecting game play based analysis method system described involve providing interactive space determining one lifeotype one individual space analyzing one lifeotype modifying one attribute space based analysis,"['G16H10/60', 'A61B5/4818']","['G16H', 'A61B']",1,1.0,US20230187060A1,"A61B18/12,A61,A61B90/361,A61B2218/007,A61B17/07207,G,G16H40/00,A61B2018/00994,A61B17/00,A61B2017/07214,G16H40/40,A61B2017/00017,A61B34/00,A61B,G16H40/20,A61B2017/00039,G16H20/00,A,A61B17/068,A61B2017/07257,G16H,A61B2090/0803,A61B18/14,A61B2017/00398,G16,A61B2034/301,A61B2018/00601,A61B2017/07271,A61B2017/07285,A61B2018/00571,A61B2218/00,A61B90/36,A61B90/08,A61B18/04,A61B2218/008,A61B90/30,A61B17/32,A61B18/00,A61B2017/00212,A61B2017/00367,A61B17/072,A61B90/00,A61B17/320068,A61B2218/001,A61B2218/002,A61B2018/0063,A61B2017/00022,A61B34/30","A cloud based analytics medical system comprises a processor, a memory coupled to the processor, an input/output interface to access data from medical hub communication devices, each coupled to a surgical instrument, and a database to store the data. The processor aggregates medical resource usage data from the medical hubs. The medical resource usage data comprises data pertaining to medical products and indication of efficiency based on usage, disposal records, and location data describing which medical facility the medical product was allocated to and patient outcome data pertaining to a procedure that utilized the medical product. The processor can determine a correlation between positive outcomes from the outcome data and location data of the medical product, generate a medical recommendation to change a medical resource usage practice based on the correlation, and display the medical recommendation to a medical hub at the local facility.",[1],"G16H40/00,G16H40/40,G16H40/20,G16H20/00,G16H",,0,
US2014222732A1,Managing educational content based on detected stress state,"The methods and systems described herein may involve determining at least one lifeotype of at least one individual, analyzing the at least one lifeotype, and delivering content to at least one individual based on the analysis. The methods and systems described herein may involve providing a game, determining at least one lifeotype of at least one player of the game, analyzing the at least one lifeotype, and affecting the game play based on the analysis. The methods and systems described herein may involve providing an interactive space, determining at least one lifeotype of at least one individual in the space, analyzing the at least one lifeotype, and modifying at least one attribute of the space based on the analysis.",method system described involve determining one lifeotype one individual analyzing one lifeotype delivering content one individual based analysis method system described involve providing game determining one lifeotype one player game analyzing one lifeotype affecting game play based analysis method system described involve providing interactive space determining one lifeotype one individual space analyzing one lifeotype modifying one attribute space based analysis,"['G16H10/60', 'A61B5/021']","['G16H', 'A61B']",1,1.0,US20230187060A1,"A61B18/12,A61,A61B90/361,A61B2218/007,A61B17/07207,G,G16H40/00,A61B2018/00994,A61B17/00,A61B2017/07214,G16H40/40,A61B2017/00017,A61B34/00,A61B,G16H40/20,A61B2017/00039,G16H20/00,A,A61B17/068,A61B2017/07257,G16H,A61B2090/0803,A61B18/14,A61B2017/00398,G16,A61B2034/301,A61B2018/00601,A61B2017/07271,A61B2017/07285,A61B2018/00571,A61B2218/00,A61B90/36,A61B90/08,A61B18/04,A61B2218/008,A61B90/30,A61B17/32,A61B18/00,A61B2017/00212,A61B2017/00367,A61B17/072,A61B90/00,A61B17/320068,A61B2218/001,A61B2218/002,A61B2018/0063,A61B2017/00022,A61B34/30","A cloud based analytics medical system comprises a processor, a memory coupled to the processor, an input/output interface to access data from medical hub communication devices, each coupled to a surgical instrument, and a database to store the data. The processor aggregates medical resource usage data from the medical hubs. The medical resource usage data comprises data pertaining to medical products and indication of efficiency based on usage, disposal records, and location data describing which medical facility the medical product was allocated to and patient outcome data pertaining to a procedure that utilized the medical product. The processor can determine a correlation between positive outcomes from the outcome data and location data of the medical product, generate a medical recommendation to change a medical resource usage practice based on the correlation, and display the medical recommendation to a medical hub at the local facility.",[1],"G16H40/00,G16H40/40,G16H40/20,G16H20/00,G16H",,0,
US2014213938A1,Systems and methods to determine changes in the individuals patterns,"The methods and systems described herein may involve determining at least one lifeotype of at least one individual, analyzing the at least one lifeotype, and delivering content to at least one individual based on the analysis. The methods and systems described herein may involve providing a game, determining at least one lifeotype of at least one player of the game, analyzing the at least one lifeotype, and affecting the game play based on the analysis. The methods and systems described herein may involve providing an interactive space, determining at least one lifeotype of at least one individual in the space, analyzing the at least one lifeotype, and modifying at least one attribute of the space based on the analysis.",method system described involve determining one lifeotype one individual analyzing one lifeotype delivering content one individual based analysis method system described involve providing game determining one lifeotype one player game analyzing one lifeotype affecting game play based analysis method system described involve providing interactive space determining one lifeotype one individual space analyzing one lifeotype modifying one attribute space based analysis,"['G16H10/60', 'G06F16/90344']","['G16H', 'G06F']",1,1.0,US20230187060A1,"A61B18/12,A61,A61B90/361,A61B2218/007,A61B17/07207,G,G16H40/00,A61B2018/00994,A61B17/00,A61B2017/07214,G16H40/40,A61B2017/00017,A61B34/00,A61B,G16H40/20,A61B2017/00039,G16H20/00,A,A61B17/068,A61B2017/07257,G16H,A61B2090/0803,A61B18/14,A61B2017/00398,G16,A61B2034/301,A61B2018/00601,A61B2017/07271,A61B2017/07285,A61B2018/00571,A61B2218/00,A61B90/36,A61B90/08,A61B18/04,A61B2218/008,A61B90/30,A61B17/32,A61B18/00,A61B2017/00212,A61B2017/00367,A61B17/072,A61B90/00,A61B17/320068,A61B2218/001,A61B2218/002,A61B2018/0063,A61B2017/00022,A61B34/30","A cloud based analytics medical system comprises a processor, a memory coupled to the processor, an input/output interface to access data from medical hub communication devices, each coupled to a surgical instrument, and a database to store the data. The processor aggregates medical resource usage data from the medical hubs. The medical resource usage data comprises data pertaining to medical products and indication of efficiency based on usage, disposal records, and location data describing which medical facility the medical product was allocated to and patient outcome data pertaining to a procedure that utilized the medical product. The processor can determine a correlation between positive outcomes from the outcome data and location data of the medical product, generate a medical recommendation to change a medical resource usage practice based on the correlation, and display the medical recommendation to a medical hub at the local facility.",[1],"G16H40/00,G16H40/40,G16H40/20,G16H20/00,G16H",,0,
